1,0.000008165469995,-0.000000780675444,-0.046720764407694,0.046723900000000
2,0.619357382027041,-0.619364461660510,-0.000006596421612,-0.000004777707275,-0.085488428591749,0.194255300000000
3,-0.844393373208839,-0.000002110010152,0.844400718469026,-0.000013508888688,0.000033207912100,-0.000020111098352,-0.098905741258647,0.246825400000000
