1,-0.000005747274487,-0.000000292908354,-0.046720764412854,0.047878700000000
2,-0.619351261152034,0.619363635049223,-0.000003225160777,0.000004602656971,-0.085488428597122,0.137883400000000
3,0.000000215885581,-0.844399484525207,0.844396515988388,0.000009592072724,-0.000007585561342,-0.000005939354385,-0.098905741288213,8.010608299999999
4,0.162616749869842,-0.940362687942697,-0.162616770562412,0.940356286477810,-0.320627171060176,-0.053782334670784,0.320628721450511,0.053783347983660,-0.109750634583502,3.465071800000000
5,0.000008851643738,0.420997909953279,-1.004379150265089,-0.421018315269766,1.004392472003646,-0.369260277428616,0.281147126503692,-0.087587051482861,0.281162990917084,-0.087561307086980,-0.119298727491372,0.679996400000000
6,-1.067830046016544,-0.393318921278043,1.067825872618432,0.393317521630584,0.393400857536704,-0.393390414058733,-0.000025354672649,-0.336265917787163,0.000016342278657,0.336265217729899,-0.336253482614798,0.336264032766838,-0.128712109071017,1.526777300000000
7,-1.088848326479948,-0.362945713407027,-0.637959620127773,0.000029051151252,1.088834578566024,0.638018972634338,0.362865606911665,0.087249426806390,0.360089691033151,-0.292686609664671,-0.316788554178706,0.087294662307921,-0.292665093343669,0.360099214433293,-0.134436659131774,2.331247300000000
8,0.599809326789893,-0.599733595293097,0.599738213313196,1.133339606196236,-0.000043085918310,0.000043465171719,-0.599814149542017,-1.133337475603086,-0.322949833298902,-0.322969068078081,0.322962380336084,0.000022328615554,0.344645700345587,-0.344636090086802,0.322943918644834,-0.000030244626102,-0.140691761896158,4.107903200000000
