30,0.551464361125419,0.285658619293837,0.046380791671568,-0.706599431778540,-0.699397416163164,-0.329632738288180,0.142251079753406,0.160885642246714,-0.172220027423270,-0.029078507770512,-0.192709767556777,-0.460145807208191,0.311700759353266,0.682214610768037,-0.565932792337159,0.035516720297067,0.003148529944587,0.143655672704357,-0.104069898660325,-0.853430495155476,0.521465401146379,0.852562201507353,-0.110065938750068,0.402438944227147,0.194292293404995,0.680574558349044,-0.133700578348869,-0.055961828649265,0.674043649691153,-0.785714826844645,-0.000457952510444,0.003950786915502,0.005040866383723,0.035197416114978,-0.234166231145584,0.001273009264264,0.004910890768643,0.052585965163623,-0.285418509199853,-0.013846494476614,0.859242961941198,-0.602599224673133,0.708654467170001,-0.147453669004021,0.293696070243143,-0.796995084641893,0.000000342698292,-0.484235291992562,0.664008517210916,0.157419402669030,0.435049328739567,0.371648682933030,0.053413342084766,-0.646589351720943,0.532478958644097,-0.463368768116852,-0.849405100202191,-0.103466399075103,0.152706679930647,0.837382615432136,-1.873667182487676,2.700195400000000
34,0.580651899263604,0.378954777127154,0.078556063283591,-0.836823083051719,0.629288823922368,-0.304504790843473,-0.519246530806231,-0.538330850872128,0.393611232933967,-0.227024113724211,-0.438575062383098,0.417777170119855,-0.002378403785580,0.173992541849547,0.298202359214799,-0.843516456108555,0.860545809183252,0.312822640311064,0.075440310178912,0.797182353738146,-0.731293655790347,-0.237931208471006,-0.247439677832297,0.792390600975573,0.093373678815965,0.635605532706419,-0.542486866527872,-0.504917329952374,-0.240116229514143,-0.729070458749890,-0.017563879753370,-0.146628013469093,0.497651036466782,0.092614180899504,-0.075385009301667,0.771573974395202,0.852494853751909,-0.161855156706388,-0.571485927184034,0.472620232265502,0.680312508392719,0.227184634233945,-0.762760121966301,-0.820123687552014,-0.396691727478108,-0.345464062518746,0.006951977988213,-0.564606834989415,-0.000000000000000,0.146140504639041,-0.000000000000000,0.488209363056354,-0.853232866747180,0.305808780259848,-0.449377089433261,0.820685498772537,0.174648600469329,-0.316774263448741,0.289007087282985,0.572128035872904,-0.081332696633996,-0.693138694470615,-0.179993741912933,0.453059519382942,0.568490981637108,-0.523264454906161,0.246157998947678,-0.282438287415324,-13.517557952841742,271.015784199999985
40,0.790773090127983,0.496003101702271,-0.490676485750465,0.292601284475440,-0.069898868015597,0.326000312737619,-0.716337572916268,0.657907409205750,0.544193676558727,-0.108441543732149,-0.745801252042537,-0.218446363760498,-0.540797217381302,0.245384026799489,-0.369654008252947,-0.325558263376193,0.656665322177279,0.036033412197684,-0.395183191575735,-0.043688394743639,-0.331030020503620,-1.066742629112628,0.386562400050772,-0.066791346277088,0.358799472326308,0.139889493177883,0.110367723143239,-0.563811691874661,0.472218576433510,0.046345444362825,-0.635238440656019,0.857524506523111,-0.009059871995929,-0.082223662773171,0.007833330351781,0.145561172694716,0.547628744418382,1.057304073827653,-0.789660900460988,-0.562519162799759,-0.000029397987445,-0.014521421383507,-0.032908860073857,0.846336063198923,-0.000561299468285,-0.788511271001589,-0.012026381317463,0.092892509678079,-0.654946824357236,0.017947890701558,-0.426318658343535,-0.840059647914414,0.688499661918680,0.657573829163046,-0.009795973907823,-0.454290752428696,0.616431783189273,0.007610438448051,-0.705634149229163,0.856108654386421,0.760575655042210,-0.107105684141441,-0.100914446534586,0.546355509322384,-0.465581966592286,-0.601791133317950,-0.119215063671586,0.476214863585131,0.462413614257174,-0.855414527700420,-0.586957501567369,-0.257473045204626,0.277232714792525,-0.493286149852201,0.000519502466295,0.389339815397381,-0.408947271553482,0.007668129885838,0.373158620550140,-0.214359901925774,-11.495165811045277,6.081184300000000
44,0.872662308383089,-0.824054179694773,0.224364818149229,-0.257316811871328,0.515675308648629,0.699579382709934,0.828986876668853,-0.502406236449597,-0.317325948814332,0.711778359541783,0.572590346331043,0.281971628189674,0.007932699692047,0.362813040758107,-0.195901237341363,-0.504292131796713,-0.572047600220078,-0.830298411988391,0.619500761608581,0.077688735109346,0.452586570578364,0.826136698313990,-0.079333168334206,-0.005586610252585,-0.873701194330036,-0.453845611873399,0.267862984720051,0.258704125601735,-0.278716953440661,-0.088841321393520,0.006163696193296,-0.620480097407793,-0.713605063137086,-0.512694008839688,-0.270049008153076,0.087132741450563,0.315756351658077,0.195153067452618,-0.005832549839785,0.500962212808307,-0.363286314160969,-0.223698069593636,-0.696796067400298,0.503931662928152,-0.000000000000000,-0.282570621342460,0.219706919748242,0.830942594396765,0.697225824319484,0.513026908205014,-0.263921612429568,-0.318146427586532,-0.501622473278057,-0.509439760760914,-0.195864565647885,0.823340707828467,0.873070831135901,-0.000058011685498,0.570768924628053,0.715822595953888,0.197930173748756,0.260700510168974,0.083816643474271,0.616176457095186,-0.452407527481251,0.278082486004850,-0.614838260091846,-0.872259803327850,-0.005227150582677,0.455055159722187,-0.272335620440216,-0.830265018419743,-0.824040234151368,0.080785549229803,0.354729048414858,-0.080461323378092,0.507617408567610,-0.699236732419746,0.273379456174855,-0.077613927244473,0.503096455200788,-0.570690277484535,-0.353558577016007,0.320479445815002,-0.002213611652089,-0.219522866831334,-0.516526233155909,-0.714835326016452,-18.415155992417706,435.121370599999977
48,0.554473097538594,0.312327634581245,-0.039329273257855,-0.736378859726604,-0.555936609134150,-0.352616017036522,0.023557851974409,0.920104873020686,0.434657237103448,-0.507583297692571,0.064585846441879,-0.323533064111549,-0.711613125227405,0.009156220817491,0.632309947694424,0.897688831035337,-1.072184993948295,0.691303725160976,0.310177013112152,0.040589575381141,0.497396987137803,-0.154216844293314,-0.503640357378208,-0.251623195937653,0.141131923119278,0.503375838232430,0.192527945083710,0.076429222368248,-0.833368597349920,-0.146189119416196,0.287313768814828,0.733889724771366,0.656799321693439,-0.000354573633222,0.095343751283941,0.321705596607184,-0.021984292437491,0.826138793515951,-0.008649710002056,-0.048494366888130,-0.402969437259076,0.091780441841272,-0.063363810150703,-0.309067654029575,-0.473610829742038,-0.522442716464401,-0.818389046305498,-0.357945433576672,-0.000260543263120,0.000434598004870,0.449271721300121,0.001338985406530,0.018023283263807,-0.026525780067860,-0.000000806147758,0.017314395691856,-0.004685348013267,-0.236862609685985,-0.606790954472286,-0.557723362295016,-0.570002320813592,0.580914056900437,0.318487969456798,-0.622508486052156,-0.013043442633081,0.008246237035643,-0.372276826696654,0.779301361313119,0.567064207003917,0.893195976333512,0.465605714304995,0.273282216507193,-0.007893254991598,-0.615756903113302,0.821268093693111,-0.002052629650434,-0.374436742723447,-1.124916975160835,-0.805158585260687,0.485644712624237,-0.302909430839274,0.000000053607231,0.261702156004437,-0.630244453887163,-0.007630467562162,-0.018081671305929,-0.016256578555164,-0.135387527252250,-0.695746258611961,-0.282898315324992,-0.705012078438403,-0.244125151574650,-0.380674749733139,0.626417980778311,0.453911602923620,0.765117685458181,-6.640774525988693,10.257280600000000
