1,0.000000010466929,-0.000000000000000,0.173032285278847,0.002434300000000
2,1.294193003855114,-1.294194769720662,-0.000000000000000,0.000001036626314,0.017452930123531,0.291661200000000
23,0.674295844699959,-0.001557583394230,-0.435761615458118,-0.217244174016015,-0.656354668499173,0.439199836888923,2.119090725949079,-0.878498290699973,0.218072989774227,-1.583815967498617,0.873336831001888,1.080029407029980,2.426526880020952,1.583515675511502,-1.104115778794645,-2.119863539134021,-2.428008576572595,1.338057802447760,2.823539925232854,1.839065319563488,-1.341551072856198,-2.822218412378032,-1.843096293244291,0.000000049010073,-0.000000000000092,0.000015592205510,0.000002204511138,-0.000194040559155,0.000003204042662,0.000004737239805,-0.000010973071577,0.000000804181255,-0.000468275664406,-0.148831580096477,0.000534779018092,0.000004124149857,-0.004078496269991,0.000137472356286,-0.001409523351610,0.015559417051814,-0.000019821315433,-0.001945957224498,0.000023893690171,0.000724651501872,-0.000138537471727,-0.000589843733390,-0.161839759236694,116.318420200000006
