3,0.597133305413021,-0.296171348657119,-0.296169413322934,-0.000000000000000,0.441880541585985,-0.441883091576048,-0.096592442114210,0.458039800000000
35,1.541692908946864,-0.944502906145086,-0.213673801542558,-0.281683647173397,-1.116080548193138,-1.094211099850257,1.745538624858825,-0.073096945486674,0.927660020435616,-0.483385099804550,1.282015591846058,0.196398734970776,0.468472243394979,-1.042572198036776,-1.427997580004748,-0.001186188969465,1.176985161086625,0.089434338899345,-0.227743391081463,-1.641780939807689,0.587376802581280,-0.437763882093884,-1.716557629401017,0.927977137951771,0.011509816661493,-0.302520744892643,-1.597231537516722,-0.362086011963250,-1.382180696556851,-1.119948412371443,-0.192351123741876,-0.150460193008982,-0.119757677613256,0.858451943856640,-1.289996180201957,0.146920932226244,-0.000254855264145,0.164722567083761,0.505125559731939,0.297384030183421,-0.109836432190886,0.231543006237483,0.004128290223064,0.300285607098834,0.005555293040165,-0.000003967166456,-0.014381904739388,0.001708660616431,-0.000116889651144,-0.000000588228810,-0.000000000093330,0.162853321077256,0.413405878690223,-0.935596809909299,-0.120337568194300,-0.583700961436293,1.081001010517565,-0.212630761495407,0.000033856863319,0.000000000000000,0.001374303883151,-0.000000598414198,0.022758115747180,-0.002972862891834,0.436724365720930,-0.004572596948584,1.281073343772203,-0.000004166008487,-1.462115527568687,0.001715736051492,0.723275948965149,65.287287000000006
