6,0.324673525492759,-0.324670484796132,0.320216304635902,-0.320208291191590,0.719034931071638,-0.719045318380382,-0.509611253751824,0.509598808567213,0.511234264382818,-0.511221406801478,0.002486571587272,-0.002487924969408,-0.127342906641342,48.265186700000001
10,0.532173080240403,0.000001178352981,-0.532179250837347,0.246726212450748,-0.000005614962136,0.812174803889763,-0.246721898108494,0.532183877483882,-0.812168779790634,-0.532179840275538,0.509694457443672,-0.660675099431384,-0.509695660547902,-0.000002041554414,0.660684610601643,-0.000000000000000,0.000001365994175,-0.509698389235513,-0.000006211477888,0.509692963926239,-0.149376015205582,9.205354399999999
14,0.849985277229144,0.249069453062753,0.655569611061949,-0.651495020950025,-0.655551950997931,-0.380968145735359,0.651470189231239,-0.000132515448039,0.380949297747964,-0.249068030297499,0.000116107226485,-0.254626219236104,-0.849979005957771,0.254651719247028,0.003090327109566,0.685056900946713,-0.439796588979497,-0.443765225316702,0.439823705973326,-0.000070707194008,0.443770082411438,0.280506378526716,-0.000000577322773,-0.685081184621859,-0.280519454040201,0.683247320079650,-0.003040033713004,-0.683239542903850,-0.163199759934504,631.426663100000042
