3,-0.569853167660046,0.512088062864590,0.512128491956443,-0.000000000002121,-1.133706473722107,1.133661606970430,-0.047626488702909,0.090433100000000
19,0.478863329466078,0.610993188223251,-0.833624980795499,0.195395096693381,-0.230941885914322,0.222708082065203,0.842995758578978,-0.222448895839114,-0.591886344623622,-0.610522324705130,0.231161827156639,0.000053009977404,0.232382617897833,0.591403484176220,-0.478867973476094,-0.195590713067042,-0.232659458743523,0.833120949796721,-0.842644670177774,-0.000000000000000,-0.530473867183151,-0.221446056522158,0.731038193765210,-0.339054901282173,-0.726781169950677,-0.197069993775246,0.726647838864702,-0.547962838190939,0.530706948766216,0.338672761126723,-0.000000000000000,-0.337504961997253,0.548190661802263,-0.001297345810927,-0.731181892281331,0.337084508143325,0.222201835329698,0.197846366135224,-0.175497338359233,1000.325739099999964
35,1.100186336844887,-0.463476740179038,-0.255086128412986,-0.393934279989849,-1.297768287531411,-1.458412481200409,0.589304619467299,-0.026828704676602,1.088709551112130,-0.184541062271397,1.171596573250863,0.123418169002706,0.296395923462887,-0.393164907309435,-0.625602343804249,-0.000526123109106,1.250041808541967,0.143623507588237,-0.558177206095836,-1.138703882191354,1.018378662548059,-0.907139934332421,-1.077772890708561,0.419610158312995,0.005029051879314,-0.267682745114729,-0.541322283346079,-0.374133076445290,-1.119800206322236,-0.673599773046472,1.513082245687849,0.819687998964951,-0.081289747282370,0.836792059819092,-1.295757826965220,0.099359542653012,0.000099445234292,0.430388282343128,-0.666507301234459,-0.299485438534664,0.082993463085064,0.149623186122618,-0.044699147363357,0.349647788068126,-0.007209432525470,-0.000002055314791,-0.216391858298831,0.003386862825393,0.000108577794541,0.000000394950607,0.000000067119730,0.153364185314373,0.691339152652412,0.886856084382818,0.064884052043276,-0.629173446512830,-0.880371761775813,0.200542161836457,0.000034030556531,0.000000000000002,-0.161829969870911,0.000000415689317,-0.053632392022989,0.001688787018036,-0.175127770833820,0.031286548141977,0.923985347507405,0.000040902716197,-0.768218648014902,-0.001450781824450,0.324331044229591,64.959522899999996
