6,0.116159092383094,-1.267363123438377,-0.277694979489267,-0.250929296196311,0.887342725475612,0.926086953637170,0.000151210947351,0.029206293623915,-0.562085251636359,0.571716986110643,-0.824429275703420,0.788108321256167,-0.093128471625408,0.502140300000000
10,0.030578483672438,0.631952492323828,0.378836182106775,-0.526217364807254,-0.000321120558980,-0.400962574217422,1.199533838917130,0.572324047869985,-0.569343592549337,-1.191090387653963,0.403083922730482,0.956713686859809,-1.070701154218145,-1.012945902189471,0.000000092443959,0.578135723501603,0.263462797167173,-0.311877491745212,-0.226055178535764,0.270143286072177,-0.118049289782750,1.678014200000000
14,0.046652051392786,-0.025348129682070,-0.178529664147633,-0.880353827788946,0.689238029708162,-0.252069103009602,0.616456539743062,0.961250922855263,0.362547909494033,-0.747179170562495,-0.872397172526256,0.090043435791895,1.403518455012486,-0.503775566526903,0.700867989022445,-0.000294520205313,-0.721958970167638,-0.767354508600399,0.900677753429564,0.364145153354972,-0.940828967433043,-0.000002292991759,0.109099584215466,0.853364482559553,-0.000002581549001,-0.419647357580898,0.001876588177157,0.048348878587353,-0.119993600530317,4.261672200000000
