3,-0.002507666018072,0.665902566805558,-0.658438700270664,-0.000000000000025,1.046665894151200,-1.050406991125776,-0.024223239216594,0.023032100000000
11,-0.808921154607099,-0.587565456619472,0.559737038424586,0.317615392885938,-0.174392372967033,0.033420255099007,0.830086591999581,-0.174483542277118,0.033338723596389,-0.587455634466023,0.559703236316509,-0.000072680295187,0.504448114705123,-0.504134605976091,0.000056479824072,-0.253082292701750,-0.705335560143654,-0.000000000000000,0.253110173636861,0.705335387229797,-0.504522322658806,0.504184143307641,-0.152233780499389,29.897959900000000
19,-0.912048169666342,0.118893714281156,0.376960789937054,0.856455220208470,0.732376923006917,0.916112561581737,0.443825642616991,-1.271140697976508,0.084667762741343,0.396576147006568,0.681525650713895,0.008677895801457,-1.454478620016748,-1.142357144155071,-0.448390317962199,-0.060033660465228,-0.267956783624775,-0.299466947295496,-0.509872710906543,-0.664577891452831,-0.422120631204587,-1.014423428176795,-0.190919698250154,-0.508839179134020,0.670315425865561,0.521528811417086,-0.085568333802216,1.102933815145445,0.000062814120523,0.002161961634453,-0.004507816708610,-0.044304788014818,0.022347844379269,-0.021221234748369,0.000000000007227,-1.027620719943303,-0.176587323065034,0.990480814499704,-0.067695112011166,11.000454500000000
27,0.564267560975472,-0.490451772087476,0.235061394070893,-0.125014893088770,0.814106106937841,0.583557718177825,-0.571763457769084,0.106463056774009,-0.562690360737371,0.910698803257464,0.223543338155371,-0.118444909680664,0.486153291982806,-0.141512569920277,-0.139513951874400,0.186555825859550,0.404560171304659,-0.821431199649031,-0.513059979546526,-0.805560951353454,-0.909693799609029,0.548720234378220,-0.254932200630248,-0.457867009776046,-0.157119637266133,0.807868771605804,0.200602983223277,-0.611762475088648,-0.256653062370894,-0.753252352480986,0.472997372617628,0.351430544438774,-0.040716260168045,0.042145078002226,-0.441793160381351,-0.628267664250283,-0.000000000000000,0.748821350585973,-0.175030982592266,0.276229709419998,0.781809342092189,-0.785906289136572,0.383730136023890,-0.314685670118342,-0.338901042626111,0.656790781014275,0.372351065824058,0.014848342952567,0.621582163049423,-0.503811259485922,0.342060496511809,0.133396699297595,-0.349081777363311,-0.000002623056113,-0.188959875050434,1001.142635400000017
35,0.615894761819590,0.309335829753667,-0.254682505883836,-0.447843854507428,-0.709775273482351,-1.272924470367302,0.468121902555482,-0.026227408240146,0.846892026213398,-0.098376818436870,0.893439562823445,0.105606591115467,1.384055792181960,-0.179688609269883,-0.370007454855729,-0.000278717815889,1.136752056027866,0.418922938661528,-0.805902474303519,-1.019268689016568,0.786157211103792,-0.912065377036673,-1.272658058200777,0.210666378426266,0.002164790515562,-0.152299166424896,-0.250187766917799,-0.494576587086241,-0.649623684021156,-0.266042226535675,0.494007177280830,0.689218130034739,-0.041889414056455,0.513730930351368,-0.516576747746161,0.082256433952327,-0.000227071849434,-0.998022609124496,0.695215194900259,0.260652345036574,-0.049818431343962,0.496368878472200,0.817930935622455,0.314602861813100,0.032803251247796,-0.000001598946097,-0.809523860863388,0.010293450726564,-0.000319885052693,-0.000000855833461,-0.000000000000000,0.116381069817596,0.998772689560811,-0.772360647130413,-0.051200190779823,-0.468014294990861,0.626673648576860,-0.148055622121048,0.000092728079098,0.000000000000279,0.617255333321381,-0.000000680898356,0.146278539229829,-0.002099195710453,0.236258457745155,0.019834763759772,0.479033549474034,-0.000823993633714,-0.519126751480466,0.001148640807187,0.062271849725519,64.476175999999995
43,0.797413435707482,-0.431901821142199,0.348782626378292,0.189826646273814,-0.180837293744262,0.368673305290147,-0.570938637916601,-0.350832557777040,-0.590318251797715,0.600317934625700,-0.429391051421833,0.653652236035304,-0.164077050464641,-0.787431063856045,0.135190251575074,-0.102242802675008,-0.654558232741606,-0.666204009844133,0.850231004522180,0.158389670214345,-0.346470452802872,0.598868468028281,0.123059174458620,-0.847874410154447,-0.375485353816003,-0.928115815914999,0.113486968079439,0.444779980445569,0.093152842615064,-0.917017518509481,0.367162610814308,0.390635067017917,-0.079059279663054,-0.071152614745446,0.911108868753901,-0.340381803675048,0.362483778462800,0.595859877248810,-0.091674617309506,-0.142360242977676,0.922716445762847,-0.637535658129863,0.669375715553989,-0.429756462514857,-0.717456727726064,0.458091256754735,0.787872715125680,0.543640416942334,-0.728839537483452,-0.311284132394967,0.756216290916870,0.624553820587348,-0.617102058311995,0.408057688962266,-0.000000000000000,-0.808550180127114,0.438799824970325,-0.157003348734583,-0.291137786731902,-0.054815381513348,-0.572778617190762,0.344905050854036,-0.467273780110265,-0.146569046326582,-0.256195322927590,-0.794670033990570,-0.350144263840887,0.117441057695230,-0.089618495005533,0.200226941156049,0.709128013761717,0.510371991652318,0.180637499758403,-0.086268210514363,-0.408643132366597,-0.570021200151829,0.800540828517067,-0.176545194701783,-0.460695389322077,0.179419978670187,0.281705488543997,0.002921437394773,0.280562492582386,0.089715003796681,0.214990397721705,0.563301494506245,-0.208184299014125,1003.927572899999973
