10,0.232265566389121,0.220575459466290,-0.309563118401473,0.705509783334148,-0.705410339538730,-0.664460467340432,-0.220663803896963,-0.232076406855063,0.309591819755183,0.664490859673050,-0.012844309277737,-0.685134087854446,-0.650694046089746,0.254015479141397,-0.254088486162848,0.345623669798853,0.685141111816715,0.012879483627325,0.650642130148387,-0.345775771273875,-0.148885815095078,1.854770600000000
12,0.761950693141258,-0.202046911332469,0.515377498751603,-0.081202509988689,0.629063455677222,0.065299744454491,-0.718477155843920,-0.303289282432231,-0.458584478081348,0.203378849213743,0.283124308778129,-0.694148276876767,0.089428381399633,-0.210358443209004,0.532104561321533,0.280381645450321,-0.438462311130808,0.764004422785198,0.179972020154673,-0.704690188765000,0.615077022588113,-0.712269599474161,-0.069714211520512,-0.325625719691950,-0.156689708836805,2.197042100000000
13,0.272430638892402,-0.036412732175421,-0.683478112876225,-0.122196516185188,0.781606404326298,-0.241947619478978,-0.431385035880311,0.911211260275300,-0.667269667590608,0.301393706951799,0.840577028887696,-0.175741095756594,-0.683319631316014,0.750561900105643,-0.859549916927290,0.483851985256690,0.403716307794018,0.000000000000000,0.818339673353611,0.052080890968756,-0.000000000000000,-0.533414234731008,-0.690081246123742,-0.000000000000000,-0.421648084346095,-0.277857379784104,-0.238392799758019,58.395215999999998
14,0.775997717502741,-0.510686354123192,-0.321804424502597,-0.728851229570629,0.013278669618977,0.675491915422484,0.334993364820440,0.000000000000000,0.508753617473175,0.067117552193908,-0.096679482471348,0.402637746432107,-0.379206533112732,-0.736808109183736,-0.146212713990493,0.550266322993540,-0.204891711596985,0.173396137932880,0.380744216812539,0.305520492996164,-0.192956357715065,-0.000000000000000,-0.602972843789721,-0.738129216847933,0.791506008692226,0.662262405561573,-0.677888274672143,-0.303374010130462,-0.161023827746090,2.370538800000000
