22,-0.654706288271287,0.388263815877893,-0.299364271297153,-0.001455377053084,0.711845896651414,0.416228881475933,0.575228247465121,-0.001111188756676,-0.318701716895744,-0.303934416894709,0.371277758566162,0.005501497678694,0.857108838966038,-0.357649749230866,0.046281821123340,0.147692870203220,-0.692873402055461,-0.682579273794984,0.667911613125742,0.285928049586057,-0.350853695127363,-0.850671009109857,-0.092792865244709,0.328613119376087,-0.001306875910488,0.800004318718067,0.447822441669319,-0.599248181890430,-0.000074248583574,0.001716764742503,-0.392188830795158,-0.788645582026987,0.721552105496674,-0.476610651114019,-0.000592401453455,0.742504451598501,0.420660590663736,-0.828641158891946,0.437878847492544,-0.510043056146495,-0.453805358675078,-0.056418940265372,0.387415537437674,0.078581675566105,-0.176453102732877,1.271352900000000
30,0.595617573994048,0.159940758062421,0.447509151829910,-0.783626560917909,-0.783759163062468,-0.158608350056168,-0.322077254829736,-0.159935373369956,-0.447285504202665,0.509497614727582,-0.159372289216918,0.783675805430938,0.841453825694479,-0.321589831918840,0.321642847466587,0.000145207303211,-0.158696828876771,0.321990277300026,-0.447470788436462,0.783709874654235,0.159371115670108,-0.595507187476241,0.158619191417433,0.158718820099419,0.447271227771185,-0.595919388280148,-0.841453752807275,0.595809827482026,-0.509504853342237,-0.000164274028845,0.603564233097422,0.160001681366437,0.319419238287231,-0.316907315881489,0.316447901341656,0.501469609400159,0.781309692858209,-0.159902681959778,0.319354005980250,-0.000014503103256,0.160516268086366,-0.316607106353783,-0.000000000000000,-0.781431396681968,0.781436487131161,-0.841373665636992,-0.501101189821648,-0.781312714623718,-0.319338257298463,0.316744668846927,-0.160419452572703,-0.603612186979197,-0.501393418264598,0.501182499254333,-0.319276899409410,0.603219001364515,-0.000233485057802,-0.603295802117709,0.000112496626773,0.841407784822291,-0.193968031302830,99.872895099999994
38,1.196800395874130,0.532882319528524,0.218377411524651,-0.463499264336255,-0.210030471679911,-0.000214804085616,0.126297541556188,-0.392747075353368,-0.548645221459869,-0.727274217633415,-0.780989147577557,-1.232312979176988,0.690378465589459,-0.472464417967759,0.549432564664850,-0.382234792675162,-1.060924547762251,1.105434488652982,0.038726505502877,-0.058219965157949,-0.026910103924546,-0.662747617258838,0.268201087908688,0.330790152996813,-0.131845396748866,-0.236791489222151,0.411080703197990,-0.324766246325567,-0.209141213470970,0.464266935422251,0.344786688553549,1.071654262679360,0.641267194161652,0.526275652892333,-0.058743953509997,-0.263410110306230,0.045014860440303,0.221216968033627,-0.000002931401462,0.264272306966931,-0.107154099676673,0.679795818555469,0.000165532054865,0.000000000029946,0.836549576054203,0.414317764165009,0.037301756731173,0.492662666384320,-0.463420570657963,-0.011099506903891,-0.433430722272322,-0.719488596149565,0.924794882975204,-0.191564503004784,0.006957210796005,-0.207501448026474,0.448875339959463,-0.881047081328376,-0.000168881266825,-0.317110418714095,-0.848465930013149,0.580376774828311,0.620577996821412,0.873788922243128,-0.343874886916447,-0.478148344320774,-0.701299206517589,-0.713183131938922,-0.516164861965704,0.220408274322430,0.513566934332343,-0.027990001630198,-0.219023848548295,0.263392409157520,-0.615589138006573,0.035602911806434,-0.162442922505236,5.475670600000000
46,-0.873067428802426,-0.852167824707604,-0.070887621070071,-0.315423745403152,0.738269116868502,0.104961369376185,-0.603198828858612,0.193272772187794,0.172325757899070,0.182639280833123,0.575911776814332,0.610621900451405,-0.611458546035960,0.068967957551375,0.670506769212899,0.853724398854116,0.466773370514222,-0.050991421947863,0.415885269060170,0.329770859584609,-0.519734856416175,0.871615449249199,0.153384139165503,-0.463273047046145,-0.345062276964687,-0.491880381313388,0.819244338582040,-0.574872887658280,0.397305604546467,-0.673378995963204,-0.060005347356985,-0.217819815166895,-0.311340197549297,-0.082918887143193,-0.813682442611303,-0.205667680550148,-0.742728311662340,-0.071787182130241,-0.337619817856354,0.329721277049290,0.553567901163527,-0.084019486952153,0.599330742440511,-0.328103007714690,0.215776748907329,0.377642445667084,0.059050716976686,-0.213124178624228,-0.597100828246961,-0.823321466182916,0.478419400787746,-0.343826368230420,0.122109420174828,0.580932799158967,0.302054159130098,-0.602383966039988,-0.275309413820757,-0.018498881636766,-0.129538940423257,0.876045601037764,-0.562472923577242,0.209994400163299,-0.739900478596237,-0.869634772387121,0.447138215310535,0.808462015964430,0.373081597977787,-0.058220603978366,-0.000005753541966,0.741519680932149,-0.078215986613724,-0.351849332174268,-0.324602739421483,-0.668060223054308,-0.467353304786858,0.568398355595873,0.643840865396759,0.850944312653369,0.528561000945214,0.125573793229525,0.323624432519495,-0.344664967290836,-0.456992852807359,-0.139286606669279,-0.571158796353992,-0.185469890996426,0.674641342979427,0.383530891722005,0.257562705167681,0.196173502293587,-0.852544842019945,0.122316125790041,-0.210940531345223,500.090315799999985
