22,-0.780958161054628,0.498314123902439,-0.507770100417057,0.011540003715592,0.531776286882833,0.472594201793406,0.623868109437106,-0.001235489944637,-0.648520893211118,-0.139461175936873,0.134748060901915,0.019113134482983,0.878294520148429,0.211229681199003,-0.303048657782166,-0.127045112361601,-0.292690902426009,-0.633727799503673,0.686898819366960,0.405770747409677,-0.282465604958890,-0.808634112265139,-0.012168782703418,0.744361986126665,0.001960382270387,-0.006113668848612,0.410579052179515,-0.599533501911759,-0.000033317782645,0.000019128026235,-0.547070296107573,0.830363951565008,0.653438675409052,0.059012974350693,-0.002533386447018,-0.794477364383854,-0.267715410116025,-0.573426332103397,-1.078316967098091,0.490558942871462,-0.411249909443811,-0.014643240338377,0.507736474206881,0.223407786107612,-0.125727707457957,1.263669100000000
38,0.203716400948907,-0.002399120498886,0.160162021782965,0.151719073785410,-0.069759040241768,0.437084463550469,-0.811564324470245,-0.294574956579920,-0.293299677123654,0.280747014430481,-0.653659026031980,0.323973650784431,-0.293221265649379,-0.584395567812579,-0.155906656702106,0.009562361055419,-0.143357809427415,-0.533002613472585,-0.662255778270697,0.514517571066220,0.869051160685972,0.810767567489351,-0.421049501565226,0.809277527296733,0.442969572264463,-0.817801838774661,0.301551115818517,-0.432243828810345,0.658666085824499,0.202076436876452,-0.309353669465990,0.505965810867989,-0.863701297205386,0.601710288898999,-0.011026983361757,0.662644475279561,-0.522266053057272,-0.071067076604376,-0.253661508328701,-0.000889340923133,0.849028861707087,-0.851257269417688,-0.317982342499472,-0.749116611135239,0.298538533085282,0.510320251617445,-0.143427143905799,-0.527205134274142,0.567745746281803,-0.000024044988886,0.141976996323683,0.007730649539986,-0.849743326055023,0.597107748140862,0.849739954775742,-0.296124033985540,-0.557419633750490,0.284140461878019,-0.001059763202897,0.291366384860084,0.755810713012133,-0.296787213772707,0.746362165122286,-0.284763797176297,0.516243754450909,-0.748940266160902,-0.555103319984862,0.253063180885293,-0.500274842443640,-0.304331529789013,0.007870823039472,-0.013167202316333,-0.601365092879802,0.548214693315763,0.310898037267018,0.316661404782894,-0.203386317973668,358.948637299999973
