5,-0.431240278333391,0.082858258254147,0.297175007731062,-0.563693947083774,0.614900500194236,0.452589971827790,-0.619628090053613,0.549988959954548,-0.270275002475982,-0.112675279502727,-0.120731920492889,0.408810600000000
9,0.719641175214461,0.051394057970997,-0.220290730478610,-0.148047667162491,0.479288209668325,0.488115957611655,-0.663869835345098,-0.660182465970025,-0.046305827869236,-0.000398807088246,-0.256342052958218,-0.716043495527778,0.738431616479098,-0.575787189501517,0.544230318312401,-0.277777083563333,0.314008583696175,0.230963105881276,-0.143553791875961,0.058095400000000
