21,-0.653867503771657,0.916808948944328,-0.194678015193796,-0.000129631574923,0.378728468746613,0.191666518507343,-0.919548026422810,-0.378943045411127,1.109158091562532,-0.558341781748406,-0.914269851077587,-0.188464860163946,0.561102854768310,0.214302776537376,0.588971336624348,0.917219691488389,-0.214634398890868,-0.591738177287947,0.192004343701021,-1.109170554728827,0.653810983271652,-0.055390305076853,-0.330138994137766,0.573107538986830,0.175469301891680,0.180056732013516,-0.573109217959671,0.306986666443315,0.180279136770930,-0.000224616702898,-0.487226019321824,-0.332075074185354,-0.573335463218570,-0.486289523859174,-0.195783430173697,0.495760749941624,0.308647828292047,-0.195808234271516,0.494696984220626,0.573192019035443,-0.003181246645348,-0.055418441825153,-0.179509912688890,631.050069900000040
37,1.344902847907191,0.812489115069768,0.288368447779920,-1.249696629980737,-0.760880760834424,-0.605934581302774,0.485309034135992,0.846223722221002,0.739354019354933,0.895179520821449,-0.271443311233191,-0.784110515170737,-0.880299369299685,1.588514435249309,0.658504035494425,0.126855882568885,-0.504758085481423,-1.444047432863827,0.459410293450567,0.040062998534388,0.053091618003816,0.299988947092996,-0.658867919738728,0.360973653053146,-0.107965566033974,0.132738428297456,-0.351857312955397,0.503704044273864,-0.612110499606202,-0.369516044176383,0.526681141543952,0.093701816923203,1.464944055286490,-0.344077506820716,-0.180628924519349,-1.555718544969968,-0.142858789141638,0.000030867941024,0.002738397700877,0.000093140403484,-0.000031632878751,0.401527829790364,0.000000645212812,0.000385100020822,-0.402361431708120,0.456735151663573,-0.068532358653629,-0.629741988315869,0.003216534273583,-0.042708287475768,0.005179153170949,-0.005284316371697,-0.000099967424290,0.100493091595620,-0.018125545238289,0.337421841912780,-0.296344983937178,-0.027295317951521,-0.182462055458889,-0.499168182473111,0.535164960740571,-0.105627277045665,-0.717202191228553,-0.006353053498341,-0.052030640203402,0.557704722655291,0.418196872755005,-0.615038322887959,0.588718307170662,0.000117541937960,-0.444436728318692,0.663593450189193,-0.019254782870048,0.007304021913961,-0.063627585557153,107.804709900000006
