23,-1.541778687157220,0.773047537982183,-1.206151914257183,-0.599039312495025,-0.788033325973825,0.370646531230893,0.979545971885747,0.470299350250067,0.560505293035864,-0.463896447633548,-0.600964741309582,-0.195109379648879,-0.006870658049346,0.775055151353104,1.387951190793374,-0.169987865848488,-0.296743814600289,0.148854785788781,0.827024454017719,0.073589270472314,0.377731739050653,-0.213455195342085,-0.823681700720911,-0.013121688794988,0.000000919420112,0.000061240356486,-0.390874660278429,0.000015666961465,0.602533607490530,-0.093639363416406,-0.416007074064475,-0.004966641280956,0.013710611373075,0.259590295978400,0.712584509347822,-0.015855817912452,0.459306992954722,-0.003830123233227,0.162604420393315,-0.016500236041633,-0.638746843547820,-0.362942975341670,0.378883234145466,0.001264485842304,-0.593654132324202,0.410526545954974,-0.124671359783668,27.918022000000001
39,-0.538534407841336,-0.317858102839088,1.162379200559369,0.298422344389810,1.048792799899768,-0.206476921206893,-1.034744839762779,-0.809541229357245,0.054919046831631,0.549615362601713,0.330512815310966,0.865336464614275,0.304337247678616,0.383183167612855,-0.861047591889125,-0.149740130148796,-0.640624640696656,-0.602242565765087,-0.704652586365636,-0.857972058459926,-0.005456824109070,0.114455634016818,0.843343092186074,0.568655016916653,-0.466889410349260,0.051409574395853,0.673135702477393,-0.165375907722969,0.633708309582501,1.046829215247431,-0.445069274684246,0.270244628530726,-1.063822116623024,0.026241668738744,-0.360341805641674,0.836066250390613,-1.159102434619295,0.567114404795750,-0.240863024240845,0.565416190049000,-0.615190497356113,-0.000692086211997,0.601269135120177,-0.252841832045471,-0.109035860009787,0.277522397548619,0.448865565050413,-0.000037996473403,-0.557282216672526,0.299900231549539,-0.000000000000000,-0.000000000000000,-0.304697971141817,-0.418609966706330,-0.386368435824802,0.231061233551285,-0.537847660545978,-0.179905842941908,0.040379790325129,-0.636869647693364,-0.309245339760358,0.430732583430030,-0.000000000000000,0.019319908975084,0.348360696118921,-0.245276187542796,0.187839017703786,0.261351092441013,0.253215777907941,-0.299405609766459,-0.606982679953130,-0.231900109592794,0.627914559794895,0.349820570494155,-0.444508538768333,0.020795523873991,0.548305380837752,0.614011108259911,-0.204093103298482,1000.972807500000044
