15,-0.908787801227914,0.011368385899765,-0.269474537118209,0.758977749789147,0.011733093368055,-0.040468175688553,-0.499827971321344,-0.715063568575389,1.068503551409722,0.312011771625014,-1.053437412632361,0.441432310233818,0.488973817095537,0.865929720429728,-0.471917318461882,0.285340843515715,-0.245642223183655,-0.550740049715686,-0.382992435757837,0.164460799627693,0.569338070715554,0.471923657559427,-0.400478166104117,-0.058594224061687,-0.543265444482209,-0.106653228681511,0.493161794417686,-0.005204233883597,0.319663292140954,-0.007154516914869,-0.165578632932922,1000.590027100000043
23,-1.398889780128523,0.442989139273326,-0.945349820377294,-0.282374218810901,-0.628138737469356,0.526723131231226,0.902558525071700,1.008199935337113,0.222358404102360,-0.096311131278159,-0.745317757221604,-0.414307839528038,-0.038053712872275,0.709094145537232,1.164977198566710,-0.139517115466163,-0.086093261435705,0.409832767568566,0.745307436388101,0.239231529007772,0.106790707582617,-0.666887906755863,-1.027594798602920,0.002840939531881,0.000003533671764,-0.031622108627021,0.178351757471210,0.000011206025100,-0.115138401989371,0.061890157535826,-0.275601171643576,0.002839884016197,0.011367510780677,-0.153847590340009,-0.509975328312548,0.627203211932005,0.327589183356277,-0.001191454795622,-0.701729984643678,-0.203168307138585,-0.596157047211357,-0.105604226492067,0.198181089311987,-0.001994021733080,0.507587866156110,-0.574829412111129,-0.103413207191196,27.651261999999999
31,0.397665478083964,1.003411745463159,-0.438811623883886,0.236081258224801,0.095300108099042,0.812873779766107,-1.006856314556221,0.585572714942751,0.229681896792471,-1.019721476652097,0.734579705327364,-0.684515544894106,-0.779896137270047,-0.692808926918487,-0.099771681553674,0.734609104631874,-0.309846865063747,-0.495683844302683,-0.757601789444935,0.396901655273860,-0.090540911443800,1.146650015228264,-1.139203236053794,0.045457221151730,-0.315259237440461,0.046350995465162,0.400034387582702,-0.198211974197824,-0.418600339258964,0.581053950008069,1.004430946309704,-0.586255554163067,0.286422852219678,0.325989259270727,-0.322062588450450,-0.000000000000000,-0.000000000000000,0.307932026130905,-0.239163103424264,0.322706661584338,-0.294700507800276,0.482645043740951,-0.509714446382049,0.142570711386491,0.501582059009590,0.334825485276798,-0.482631490535800,-0.609370129040642,0.006326744605204,-0.190453103446632,0.585929375089199,-0.326825781363862,-0.000000000000000,0.005355315872697,0.627070181169519,0.609742909765877,-0.626102474040766,-0.000000000000000,0.008059544590186,-0.319131341034569,0.242633094845159,-0.285833995227800,-0.194648404819041,1000.571478800000023
39,1.360340699734593,-0.009361707022424,0.682670823136818,-0.388011703781293,-0.751139633134496,-0.955853730475936,0.274726946460801,0.839023856318282,-0.565163389369097,-0.263262460242476,-0.069462327801893,-0.973430616673245,0.738209786384500,1.598167534892142,0.386077485046901,-0.275363924277653,-1.125199594602067,-0.406046036838067,0.536525264847409,0.580274924056514,0.724494576311425,0.243219291362509,-0.265686314733758,-0.726969739438764,0.577321346201009,-0.215356807458624,1.464450241102955,-0.753897823171042,-1.390213854134488,-0.442140622748245,-0.562650173590850,0.142884125614360,0.965514258241231,0.307878607507357,0.002321580041182,-0.811880651529666,-0.022943689716964,0.071122643637969,0.252261743458103,0.003769548206469,0.000000004481755,0.000019285464164,-0.433143952153488,-0.001170212983611,-0.014280049722476,-0.215126283778352,-0.385077514030807,-0.006722021677860,-0.564863715046731,0.000043607536837,0.345371974242418,-0.134820036820265,-0.012259456656457,-0.553594491954365,0.043234508150357,-0.192739169215238,0.000430446285129,-0.120564928674356,0.857053605230648,0.500786907556188,0.210132853720643,0.518881354496533,0.317907299031625,-0.554707615276889,-0.308792128573781,-0.006995761079319,-0.479282207371122,0.095836312452574,0.650229927797749,-0.529003427094113,-0.498324804145340,-0.211126477305002,-0.001460067049689,0.615092212320837,-0.283066105609047,0.001345638525918,-0.647215078780230,0.680813034428043,-0.104577431723684,128.793856000000005
47,-0.115190583759343,-1.056629419073162,-0.712891421668067,0.483085129746837,0.715351697226642,-0.418188865989818,-0.209393147049708,0.186705564861223,-0.932327906444820,0.704053360895650,1.091830038824402,0.462751019330766,-0.097590775726895,-0.637558865789852,0.259418397692504,0.403395473540980,0.379166531309863,0.720446621543812,1.054003758226926,-0.482281931142554,-0.227538035684057,0.032093352022246,0.661030514914317,1.180554999089515,-1.176334668596750,0.626931170880094,0.937983078563186,0.226904280368486,-0.932647843331863,0.476207026633072,0.148884443942676,-0.360305547675259,-0.003756420845289,0.914929569309056,0.003707879538623,0.046583415911565,-0.306274905841136,-1.087854798160667,-0.714173355439398,-0.217300219688100,-0.857014376415240,0.865997182818191,-0.477168183281066,-0.453917967242808,-0.729927398653260,0.246640347337496,-0.621473423155118,-0.638253970644631,-0.274845649259595,0.320655567520721,0.553262404924269,0.512832902636300,0.424425850498110,-0.330456073411469,0.382352902000915,-0.033070813409150,-0.000000000000000,0.220146792066945,-0.012881501949069,0.434516418273078,0.561942971758636,0.630691451265870,0.266544681622874,-0.587143022260345,-0.239256088351091,-0.263142581138563,0.173828497917501,-0.041225992084506,-0.406320868847684,0.251858018403623,-0.032005997545697,-0.029385443552720,-0.545638257445062,-0.002886905841825,-0.000878207873461,0.402307174954238,-0.315527580580206,-0.639737041374961,-0.611460516749377,0.655941968251206,0.369761969924331,-0.120558404789078,0.176713703593160,0.632955803327673,0.211225088487362,-0.224067030824634,0.214444835489471,-0.434920150823165,-0.435564404293625,-0.093267391122676,-0.356697238718373,0.067401157397940,-0.283210798302034,-0.546801545943803,-0.211025977939858,1007.530713699999978
