11,-0.924662088878414,0.690744364637517,-0.924418429474714,-0.262251233537889,-0.433497287645369,0.129281717299516,0.129090616327827,1.036204040906370,0.303614385361042,-0.433787386967346,0.690790034709562,0.232334853295167,0.386590885231206,-0.232547027316629,0.000043512013800,-0.473809946654689,-0.517053574036096,0.517108807577145,-0.000000000000000,0.000070948898048,0.473761768530583,-0.386526289617779,-0.153247397261933,62.090879999999999
17,-0.631795734550243,-0.162123404627071,1.390866208927850,0.722464561494074,0.007900723897407,0.582850525799495,-0.779909767338233,0.685856404343448,0.036550473687249,0.239963227793640,-0.522226890648526,-0.383463835839295,0.938566369762019,-1.568709645103746,-1.222692125002870,-0.102071100776993,0.578370688288167,-0.139033252215957,0.036907644535708,-0.000422645834954,0.000000481533224,-0.000000009078939,-0.464583592921616,-0.000705257264279,0.503423333563519,0.620265060850863,0.335513241148352,0.579976874975344,0.000807340900340,0.000002338928173,0.002790859199909,-0.000001044679444,-0.629644867057331,-0.005868420074536,-0.081008324602254,10.988962600000001
25,0.955811659943834,-0.436253557718521,-0.059686455151574,-0.492638816594039,1.129213164610467,0.647027248174582,0.955622521716811,-0.187404893848909,0.438895516093404,-0.766088092674228,-1.082508763739891,-0.116575498096967,-0.789188336796425,-0.440689401121593,0.160638268916126,0.282780572730215,-0.465619671313670,-0.806110812058356,0.465733464122298,-0.091063358177028,0.646132772608289,-1.075738052234176,0.293384628290996,0.747777805384367,0.087991927979884,-0.311448509477601,-0.556718629046776,0.608723462670667,-0.226145251196614,-0.000096165365424,-0.484258203195498,0.308073430866040,-0.103368578794569,-0.191906649874495,0.008445991253923,-0.172295132403487,0.283679010131179,0.422368355225115,0.556462821339805,0.099746939902840,0.562964326497874,0.193031333048062,-0.419420245964488,0.217721334375247,-0.594427429644876,0.498297045722833,0.187254108106685,-0.586260617519824,-0.008360110915215,-0.291113768263251,-0.186313521287178,1000.899024100000020
33,-0.359853097352252,-0.944730090042160,-0.694179785762301,0.427627429294860,-0.608869889283848,-0.101181620949441,-0.074898981663890,0.321272816576182,0.596590974353243,-1.015540817820848,-0.184939545578729,-0.504722835233778,1.281992252738041,0.549074036603544,0.016185937060649,-0.056009866588952,0.950086410893710,-0.821440395654545,-0.420900654877582,-1.498817820260210,-0.006505438518443,-1.239624727482839,-0.305148969917134,0.068346711762513,1.229225479204285,0.094941344044497,0.465880565910159,0.740188932999637,0.633801877156318,0.858679075020236,0.117814373236322,-0.602791894790457,1.543904784860378,0.285935558404207,-0.014033012115032,-0.037356293325954,-0.000108740415934,-0.000066271382884,-0.488063348314852,0.398815396863725,-0.004108918653577,0.547531022697051,0.082944654113578,0.687375632422785,-0.002435493592112,0.259438320572513,-0.002765982824003,0.001915816297342,-0.000039527099402,-0.362833449239987,-0.006486999129708,0.035658469089733,-0.000567347583465,-0.000000001007661,0.012978605099104,0.002630422701900,0.045506159633060,0.001713717295674,-0.027346977460248,-0.537681060656991,-0.005808739193083,-0.008232175418534,0.021138593463907,-0.568517823455439,-0.450846128802699,-0.004850440431080,0.040866022049439,76.539056599999995
41,0.158736458073527,0.413288291014038,0.079741767426231,-0.685860218869413,-1.133260255741471,0.347636682506774,0.246183427667931,1.163426913548288,0.692620513729876,-1.134176204216214,-0.168700000394301,-0.399642740567402,-0.149733022475500,0.688771733145036,0.867490776184388,1.059906397894663,0.604349173749522,0.600950829004895,-0.263891771676005,-0.457840587832709,-0.533345438243269,0.859559053875483,-0.433106698143706,0.151749715118449,0.348660603054083,-0.968026203592450,-0.873402512443501,-0.196581020408181,0.512863438955761,0.003533686804662,0.407511974842265,-0.462144635052641,-0.197251696480371,0.855455951529467,0.072307904679225,-0.716231724653498,-0.714747856159992,1.056640673745997,-0.021607447924864,-0.720064652268874,-0.958747631976933,0.347816547168568,0.283667349747239,0.629027973561097,0.231655642234727,0.139994825337994,-0.601433069622803,-0.000000000000000,-0.002958857098003,0.215701453025878,-0.132224371632500,-0.352931383157737,0.271091867987459,0.368750387859830,-0.215535699354501,-0.000839370695333,0.243745416028959,0.532007513790619,-0.530920601761096,-0.017691228715491,0.567182113906497,-0.000600903878965,0.426075348982552,-0.285976008350853,-0.364416514474005,0.600305717167824,-0.346318006063643,0.015448925179919,0.631921469611357,-0.000179935411520,-0.141447865764078,-0.282138343146618,-0.575120945220341,-0.624211842135102,-0.428297095246527,-0.632566215422312,-0.214725665732649,0.500980135163381,-0.248486913413735,0.135590627801618,-0.496050913819120,0.350293013421648,-0.206347255167557,1000.269092099999966
49,-0.785407295697486,-0.516048413355908,0.521409487544775,0.221879649714201,0.601500119927005,0.703168624489793,1.257029490924805,-1.549960398120134,0.208932831737586,-0.761689005478402,1.480295747587991,0.654888927804750,-0.353274034629988,-0.458375899340133,-0.683851217944958,0.187421217955496,-0.209447145324302,0.529762429468661,-1.226531176892516,0.401461697377838,0.279640985093795,-0.351765509607068,-0.261412883224465,-0.003663623527722,-0.103468882702085,1.572034682959473,-1.388049921470737,0.119739338420642,0.607886808369732,0.022445650110783,0.964565366197856,0.901701588284114,-0.064552626814920,-1.301980882401003,0.342238007184735,1.403037520521956,-0.126228785339256,0.745496167304768,-0.042937282830393,-0.282772705602091,-1.087653838336438,-0.488668398168546,-0.744740444412908,0.380710253687247,-0.881639811260320,0.918067492200913,-0.963085449103790,-0.603428625987070,0.794942765630471,0.015732144468390,-0.058879947326667,0.082354184975197,-0.082872568787628,0.000011566189183,0.013434252656460,-0.000016118854502,-0.053926631614007,-0.004911779513510,0.077632321489528,0.000429942763695,0.264212795207875,-0.011748330259188,-0.000093112061053,0.000006466011930,0.047777761095968,-0.000060864347962,-0.000154547715368,-0.029062956423518,0.010517770678119,0.160255197424028,0.154595211302355,-0.025558653650218,0.000000354508821,0.079178308582757,-0.001689292261785,-0.005865952950355,0.000028783348333,-0.067907391931527,-0.000000323115435,0.002112341268331,0.000409923094768,0.000000141419438,-0.192621760068859,0.004024603450298,0.017811762953230,-0.013881460356789,-0.170101444121218,-0.008449342059220,-0.068566877690156,0.259654082285558,-0.237510027183751,0.310478918817283,-0.158627141012936,0.046555472207040,0.186122324933131,-0.001152509265163,-0.013469513349198,0.002881122331675,0.499422717749104,223.422835399999997
