3,0.000009990944521,0.763425420802154,-0.763403485174593,-0.000000001044245,0.000009332995404,0.000003284339981,-0.093969790538537,0.048821100000000
15,-0.837850249434545,0.021223083789649,-0.443196330249349,-0.430017573119331,0.442149594591352,-0.799882972912377,1.071808730677152,-0.020777729763420,0.799549535785075,0.387381712310201,0.430835746020671,-0.000514951536878,0.838147113797298,-1.071742760594162,-0.387089719021467,0.328199309564766,-0.511909392102058,-0.000735408532727,0.487461261830571,-0.000000000000000,-0.351369667200869,0.022187626045601,0.511812963183145,0.351085092423501,0.494630717632756,-0.487322165181194,0.000075569881331,-0.327625443114778,-0.021834724859637,-0.494740168585155,-0.165617592185206,1000.031047299999955
17,0.650987462134540,0.210673150146514,-0.647662951961005,-0.853811998715290,-0.178957530210968,0.523849156516029,0.950326079746795,-0.179165592965465,-0.308482689300292,-1.393430916534619,-0.026326990788196,0.659724079858554,1.357242369969881,0.211558356424222,-0.736117249833286,-0.581912211241819,0.286851262541059,-0.002143732183553,0.000959592921613,-0.036951452773279,0.146559486739445,0.096097005861981,-0.548525824659089,0.102389292949689,0.486524037955691,-0.330981353079764,0.087185164283601,-0.593791745903270,0.434261987958300,-0.230326228078599,0.571527275139125,-0.474743731704961,0.522618406237842,-0.176166743045968,-0.150314430941032,11.234388100000000
19,0.202907630386997,0.750660872416955,0.376032925524229,1.010670108040668,-0.131180266209142,-1.098987135381723,-0.860904834810527,-0.057725230853542,-0.226026546418113,-0.619574744709327,0.208138399214747,-0.232665766996880,1.059020390303695,0.675363240836070,0.293659194753725,0.605057114146140,-0.912990634036697,-0.550679343420468,-0.490680892586797,-0.186590090417235,0.402649662996930,0.544554679989742,-0.221532670469081,-0.577282158852809,0.030591784257988,0.348892851221823,0.582203960374278,0.200162361505716,0.002019968360410,0.196917760870514,-0.191287193853615,0.152066275561801,-0.433929340285655,-0.559284660775435,-0.000305424248874,-0.313288591646586,-0.489471154532813,0.512573776621231,-0.175549501265255,1000.207156899999973
21,0.446223698846665,-0.006583228859169,0.207844733364430,-0.807157631855338,0.040742848276598,-0.453906368114264,0.696139752852267,0.333707522651500,-0.702574815200728,-0.298640770117104,-1.347580075812157,-0.647321166750478,0.946603156616965,0.762729531240072,0.004269429671834,-0.265708516427771,-0.985107755736036,0.372014121270797,1.383099603123808,0.722840647740763,-0.368633786683045,-0.004783141597995,0.007471099725957,0.100893765206708,0.147738920235995,-0.540579005412171,0.108907259624458,0.000953417659839,0.581018047777806,-0.449610558528010,-0.570557541882485,0.241325644355651,0.482471179300812,0.002833572469104,0.439954961936932,0.381359658005823,0.581421110828032,-0.232219036485807,-0.537211086661737,-0.111016400793590,-0.451873351408886,-0.229288514580871,-0.163694082548661,19.941097700000000
23,-0.698208213506268,0.255766883490161,0.367142554385895,0.932866300345905,-0.460947340791032,-0.100384830216490,0.945636933374448,-0.443076131331725,-0.776994383266380,0.003659219681850,0.271713484091848,0.616500908516282,0.003625106344563,1.118778552621655,0.630902460484353,-0.083667600219575,0.699178298807524,0.367023085181614,-0.361718542540717,-1.071349666037897,-0.361951095373108,-1.061554388530443,-0.792653738026576,-0.000070046375497,-0.571496932235655,0.190432671863346,-0.315427894962441,-0.537918547733064,-0.578038604795338,0.305829093993886,0.542466173045374,0.406283222144919,-0.192274645770539,0.570014889541610,-0.484015655929667,0.190308217671496,-0.008009281039544,0.477622505941485,0.577747791861020,-0.000000000000000,-0.190552206131256,-0.187737081107368,-0.167840268926525,0.187498965615165,0.183626119521156,-0.398463426558397,-0.183308225687296,481.742481699999985
25,-0.694432154200106,0.439049640562225,0.752182717684768,0.091742122848834,-0.349847103094879,-0.456472394665918,0.888861014429036,0.574726653363906,-0.049318813895538,-0.480353326080627,-0.566929763625988,0.424090767477262,0.412654720626563,0.222727495449718,-1.004428171969126,-0.784087629474672,-0.219138781180632,-0.172561612005679,1.098908581216663,1.263080098553196,0.703402191982157,-0.880094874541832,-1.373415478896987,0.065412901741839,0.052186864028965,0.001442138379125,0.004612278034115,-0.094476263468639,-0.081299788359371,-0.170313779911282,0.069819461469291,0.074777187798760,0.529409707950349,-0.007415733472314,-0.533632909759735,0.567022848686036,-0.469315930414748,-0.189686340904032,0.615942737208926,0.113948886337681,-0.465884624432848,0.577300877092061,-0.442657028013999,-0.188339052148660,0.351109187038528,-0.509552519023298,-0.167969308105399,-0.144190275825152,0.221935585679845,-0.615828568420820,-0.151936953086674,33.024672400000000
